# The Cross section for Drell Yan production of H50 with another scalar(H5m) at 13TeV and corresponding fiducial efficiency (applying the same cuts described in 1707.04147), calculated by MG2.6.3.2 @NLO
# id m5[GeV] CS[fb] ScaleUp(%) ScaleDown(%) PDFUp(%) PDFDown(%) Eff

66  1825.0000000000000  0.0001115  +4.0  -4.9  +32.0  -32.0  0.55234
67  1850.0000000000000  9.722e-05  +4.0  -4.9  +33.3  -33.3  0.55066
68  1875.0000000000000  8.486e-05  +4.1  -5.0  +34.8  -34.8  0.55414
69  1900.0000000000000  7.447e-05  +4.1  -5.0  +36.1  -36.1  0.55218
70  1925.0000000000000  6.52e-05  +4.2  -5.1  +37.5  -37.5  0.5503
71  1950.0000000000000  5.744e-05  +4.2  -5.1  +38.9  -38.9  0.55416
72  1975.0000000000000  5.002e-05  +4.3  -5.2  +39.9  -39.9  0.5573
73  2000.0000000000000  4.399e-05  +4.3  -5.2  +41.8  -41.8  0.5587
74  2025.0000000000000  3.852e-05  +4.2  -5.2  +43.0  -43.0  0.55362
75  2050.0000000000000  3.377e-05  +4.3  -5.2  +44.9  -44.9  0.55548
76  2075.0000000000000  2.966e-05  +4.3  -5.2  +45.9  -45.9  0.55596
77  2100.0000000000000  2.617e-05  +4.5  -5.4  +48.5  -48.5  0.5552
78  2125.0000000000000  2.29e-05  +4.4  -5.3  +50.3  -50.3  0.55734
79  2150.0000000000000  2.007e-05  +4.5  -5.4  +51.8  -51.8  0.55758
80  2175.0000000000000  1.756e-05  +4.5  -5.4  +53.3  -53.3  0.56238
81  2200.0000000000000  1.605e-5  +4.6  -5.5  +55.3  -55.3  0.55844
82  2225.0000000000000  1.37e-05  +4.7  -5.6  +57.8  -57.8  0.55588
83  2250.0000000000000  1.204e-05  +4.5  -5.5  +59.9  -59.9  0.55392
84  2275.0000000000000  1.057e-05  +4.7  -5.6  +61.3  -61.3  0.55032
85  2300.0000000000000  9.359e-06  +4.7  -5.7  +63.4  -63.4  0.5584
86  2325.0000000000000  8.243e-06  +4.8  -5.8  +65.9  -65.9  0.55546
87  2350.0000000000000  7.283e-06  +4.9  -5.8  +67.9  -67.9  0.55572
88  2375.0000000000000  6.393e-06  +4.8  -5.8  +70.7  -70.7  0.55686
89  2400.0000000000000  5.631e-06  +4.9  -5.8  +72.2  -72.2  0.55708
90  2425.0000000000000  4.93e-06  +4.8  -5.8  +75.4  -75.4  0.55866
91  2450.0000000000000  4.363e-06  +4.9  -5.9  +77.6  -77.6  0.55806
92  2475.0000000000000  3.875e-06  +5.0  -6.0  +79.9  -79.9  0.5592
93  2500.0000000000000  3.408e-06  +5.0  -6.0  +82.5  -82.5  0.5582
