# The Efficiency for VBF production of H50 (decaying into two photon) at 13TeV and corresponding fiducial efficiency (applying the same cuts described in 1707.04147), calculated by MG2.6.3.2 @LO
# id m5[GeV] Eff

1  200.00000000000000  0.51948
2  225.00000000000000  0.52988
3  250.00000000000000  0.54268
4  275.00000000000000  0.553
5  300.00000000000000  0.56126
6  325.00000000000000  0.57482
7  350.00000000000000  0.5783
8  375.00000000000000  0.58786
9  400.00000000000000  0.60118
10  425.00000000000000  0.60572
11  450.00000000000000  0.61376
12  475.00000000000000  0.61892
13  500.00000000000000  0.62128
14  525.00000000000000  0.63136
15  550.00000000000000  0.62648
16  575.00000000000000  0.63268
17  600.00000000000000  0.6359
18  625.00000000000000  0.6381
19  650.00000000000000  0.64572
20  675.00000000000000  0.64394
21  700.00000000000000  0.64812
22  725.00000000000000  0.6481
23  750.00000000000000  0.65394
24  775.00000000000000  0.6532
25  800.00000000000000  0.65224
26  825.00000000000000  0.65536
27  850.00000000000000  0.65438
28  875.00000000000000  0.65502
29  900.00000000000000  0.65782
30  925.00000000000000  0.65752
31  950.00000000000000  0.65594
32  975.00000000000000  0.65256
33  1000.0000000000000  0.6507
34  1025.0000000000000  0.65608
35  1050.0000000000000  0.6561
36  1075.0000000000000  0.65898
37  1100.0000000000000  0.65626
38  1125.0000000000000  0.6563
39  1150.0000000000000  0.65734
40  1175.0000000000000  0.65486
41  1200.0000000000000  0.65412
42  1225.0000000000000  0.65414
43  1250.0000000000000  0.65508
44  1275.0000000000000  0.6572
45  1300.0000000000000  0.65688
46  1325.0000000000000  0.65666
47  1350.0000000000000  0.65302
48  1375.0000000000000  0.65136
49  1400.0000000000000  0.65194
50  1425.0000000000000  0.65232
51  1450.0000000000000  0.65212
52  1475.0000000000000  0.6554
53  1500.0000000000000  0.64972
54  1525.0000000000000  0.65296
55  1550.0000000000000  0.65072
56  1575.0000000000000  0.65126
57  1600.0000000000000  0.65094
58  1625.0000000000000  0.6501
59  1650.0000000000000  0.65026
60  1675.0000000000000  0.64718
61  1700.0000000000000  0.64678
62  1725.0000000000000  0.64728
63  1750.0000000000000  0.64852
64  1775.0000000000000  0.64818
65  1800.0000000000000  0.64414
66  1825.0000000000000  0.64736
67  1850.0000000000000  0.64548
68  1875.0000000000000  0.64666
69  1900.0000000000000  0.64578
70  1925.0000000000000  0.6463
71  1950.0000000000000  0.64222
72  1975.0000000000000  0.64396
73  2000.0000000000000  0.64644
74  2025.0000000000000  0.63926
75  2050.0000000000000  0.63842
76  2075.0000000000000  0.64496
77  2100.0000000000000  0.6385
78  2125.0000000000000  0.64514
79  2150.0000000000000  0.64158
80  2175.0000000000000  0.63842
81  2200.0000000000000  0.64054
82  2225.0000000000000  0.63986
83  2250.0000000000000  0.63704
84  2275.0000000000000  0.64026
85  2300.0000000000000  0.63784
86  2325.0000000000000  0.63836
87  2350.0000000000000  0.63348
88  2375.0000000000000  0.6416
89  2400.0000000000000  0.63454
90  2425.0000000000000  0.6382
91  2450.0000000000000  0.6372
92  2475.0000000000000  0.63616
93  2500.0000000000000  0.63594

